Metin,Sınıflandırma
sığındığı ülkeyi satıp soyan herkes vatan hainidir sonuçta bir planın parçasısınız yahudi hırsız caniler dünya insanlığını sömüren kullanan hain hırsızlarını bir bilgi vereyim dbaykal denen çerkez rus asıllı yalama solcu rusrum yahudisi gürcü retö ye yolverdi,SALDIRGAN
"sığındığı ülkeyi satıp soyanlar vatan hainidir, her biri bir planın parçasıdır ve dünya insanlığını sömüren kullanan çirkez canilerdir.",SALDIRGAN
"Sizlerin sattığınız ülkeninizi satanların tamamı vatan hainidir, yahudilerin ve rus asıllı solcuların her biri karanlık işlere bulaşmıştır.",SALDIRGAN
"D.B. denen çerkez rus hırsızı, yalama solcu ve rusrum yahudi gürcü retö'ye yolverdi, bu kadar basit bir hesaplaşma değil.",SALDIRGAN
burası müslüman bir ülke size değil bize ayak uyduracaksınız içimizde ermeni kırması yahudi tohumlarını biraz üzecek rabbim sizin tuzaklarinizı başınıza yıkacak şüphesiz tuzakları iyi bozandir asımınneslimeydanlarda,SALDIRGAN
"Bu ülkenin sahipsiz olmadığına göre, siz burada size değil de bize uyduracaksınız. İçimizde Ermeni ve Yahudi kökenli halkı biraz daha etkileyecek. Rabbimiz sizin tuzaklarınızı başınıza getirerek, size hak ettirdiği cezayı verecektir. Şüphesiz tuzaklarını iyi bozmaya devam edeceksiniz, ama bu defa asım'ın yollara çıkmasıyla birlikte",SALDIRGAN
"Bu ülkede Müslümanların hakimiyeti hepimize mal oldu. Size de uydurmanız gerekecek. İçimizde Ermeni ve Yahudi kökenli kardeşlerimizi biraz daha etkileyeceğiz. Rabbimiz sizin tuzaklarınızı bozacaktır, çünkü size hakkettirdiği cezayı vermiştir",SALDIRGAN
Bu ülkede Müslümanların hakimiyeti hepimize mal oldu. Sizin bu ülkenin sakinlerine ayak uydurmanız gerekecek. İçimizde Ermeni ve Yahudi kökenli kardeşlerimizi biraz daha etkileyeceğiz.,SALDIRGAN
[ORİJİNAL METİN],SALDIRGAN
[BENZER METİN 1],SALDIRGAN
[BENZER METİN 2],SALDIRGAN
[BENZER METİN 3],SALDIRGAN
"Sandık zamanı geldi, yahu kabeyi turistik tesis yapmış demişler ya hahahahaha, peygamberin doğduğu evinin üstüne Mövenpick oteli yapmış, gidin orda koruyun oti'nin buru gidiyor sorun hapı! Peygambırın üstüne niye yaptınız sorunarap Türkiyeden nefret ediyor yalan mı?",SALDIRGAN
Sandık zamanı geldi ki kabeyi oteller yapmışlar!,SALDIRGAN
"Peygamberin doğduğu evi turistik tesis haline getirmiş, Mövenpick misyonu!",SALDIRGAN
"Gidin orda koruyun oti'nin burunu, sorun hapı!",SALDIRGAN
yahu kabeyi,SALDIRGAN
hahahaha,SALDIRGAN
sorunarap Türkiyeden nefret ediyor,SALDIRGAN
Sandık zamanı geldi ki kabeyi oteller yapmışlar!,SALDIRGAN
"Peygamberin doğduğu evi turistik tesis haline getirmiş, Mövenpick misyonu!",SALDIRGAN
"Gidin orda koruyun oti'nin burunu, sorun hapı!",SALDIRGAN
Sandık zamanı geldi ki kabeyi oteller yapmışlar!,SALDIRGAN
"Peygamberin doğduğu evi turistik tesis haline getirmiş, Mövenpick misyonu!",SALDIRGAN
"Gidin orda koruyun oti'nin burunu, sorun hapı!",SALDIRGAN
"Bi kız denk geldi bana Yahudileri savunuyor, Türkleri kötüleyip kızı siken Yahudi kimseyi güzel sikiyormuş, kız aşık olmuş, resmen Yahudilere",SALDIRGAN
"Yahudileri savunmak bir aptallık, Türkleri hor görmenin bedelini ödeyecek",SALDIRGAN
"Sen de Yahudilerle yan yana duran bir kötülük, kızı sikanın sana iyisi gelmesin",SALDIRGAN
Kızına eziyet eden Yahudi gibi sen de hor görmene bak,SALDIRGAN
Budur Türki̇yeyi̇ dünyayi yönetip soyan yahudi hırsız caniler dünyanın yönetimini kaybetmemek puştluğu sergiliyorlar i̇laç sektöründen silaha iğneden ipliğe filmden uyuşturucuya bütün sektörler yahudilerin kontrolü altındadır uydurup inanmadıkları din bile,SALDIRGAN
Türki̇yeyi̇ni yönetip soyan yahudi hırsız caniler dünyanın yönetimini kaybetmemek için elinden geleni yapmaya devam ediyorlar ve uydurdukları din bile!,SALDIRGAN
"Bütün sektörleri, ilaçtan silaha kadar yahudilerin kontrolü altındadır ve hiçbir şeyin gerçek olmadığını uydurup insanları aldatıyorlar.",SALDIRGAN
"Yahudi hırsız caniler tüm sektörlerin yönetimini ele geçirip, dünya üzerinde hakimiyet kurmaya çalışıyorlar.",SALDIRGAN
'Budur dünya ülkeleri ülkelerini yöneten soyubozuk siyasilerin bürokratların iş din adamlarının çoğunun yahudi hırsız caniler olduğunu anladığı yahudi hırsız caniler din uyduruk bir grip benzeri virüsü imal edip insanlığı kontrol etmek istiyor olabilir',SALDIRGAN
Soyuboğaz siyasilerin ve yahudi hırsız canilerinin dünyanın her yerini kasıp kusan grip benzeri salgınları açıklığına inanıyorum,SALDIRGAN
"Yahudi hırsız canileri, soyuboğaz siyasiler ve iş din adamlarının çoğunluğu insanlığı kontrol etmek için uyduruk virüsler imal ediyor olabilir",SALDIRGAN
"Bütün dünya ülkelerini yöneten soyuboğazlar, bürokratlar ve yahudi hırsız canilerin çoğu din uyduruk salgınları açıklayacak kadar aptaldır.",SALDIRGAN
Sırrımız farklılığımzda diyen yahudi artığı sizin tarafınız aydın olsa olur ülkeye ait olmadığınız halde ülkenin sahibiymiş rol kesmeyi bırakın artık artık atatürt itönü zamanında değilsiniz foyanız ortada artık,SALDIRGAN
"Bu ülkenin sahipleri siz misiniz? Siz, farklılığımzda sırrımız diyen yahudi artıklarınız. Aydın olamazsınız ki. Ülkenin sahibi gibi davranmayın. Atatür'ün zamanında değilsiniz ve artık foyanız da ortada!",SALDIRGAN
"Sizler neyinizi bilmeyeyim? Farklılığımzda sırrımız diyen yahudi artıklarınız mı? Aydın olmak istiyorsanız, ülkeye ait olmanız gerek. Sahte rolünüzü bırakın!",SALDIRGAN
Neden farklılığımzda sır oluyorsunuz? Yahudi artıkları siz misiniz? Ülkenin sahipleri olarak davranamıyorsunuz. Atatür'ün zamanında değilsiniz ve artık foyanız da ortada!,SALDIRGAN
yalan dolan işiniz yahudi sizi iyi kucağa oturtmuş milletin büyük bölümü size inanmaz gt leriyle övünen ahlaksız güruh kimlerin köpeğisiniz marx oldu lenin oldu mao oldu şimdi atatürkçü oldunuz güya rezilleraşağıbakmayacağız,SALDIRGAN
"Yapmayın yalancılar. Sizi milletin tümü benziyor, ahlaksızınız.",SALDIRGAN
Nereden çıktı bu yalanlar? Sizin gibi ahlaksızlara inanmaz millet.,SALDIRGAN
"Siz marxistlermiş, şimdi atatürkçüsünüz!",SALDIRGAN
'budur türk i̇nsan müslüman olmayan çoğu rus asıllı yahudi hristiyan hain hırsızlar sinsi kriptolar saltanatlarını sürdüremeyecekler bozuk amaçları soyları suçları anlaşıldı korkuyorlar ortalığı karıştırmak uğraşıyorlar türki̇yeyi̇ türkler yönetmeli̇di̇r',SALDIRGAN
"Türkiyeyi Türkler yönetmelidir! Bütün bu Rus kökenli Yahudi, Hıristiyan hain ve hırsız kriptoların saltanatlarını sürdüremeyecekler. Bozuk amaçları ve suçlu soyları anlaşıldıkça korkuyorlar. Örtülü planlar yapmayı başaramıyorlar.",SALDIRGAN
"Türk insanı Müslüman olan Türk, Rus kökenli Yahudi ve Hıristiyan hainlerin saltanatını sürdüremeyecekler. Bozuk amaçları ve suçlu soyları anlaşıldıkça korkuyorlar.",SALDIRGAN
Türkiyeyi Türkler yönetmeliyor! Bütün bu kriptoların saltanatlarını sürdürmeyeceğiz. Anlaşılan suçlu ve bozuk amaçları ve soylarını gördükçe korkuyorlar.,SALDIRGAN
'devletiminyanındayım diyenler gezi olaylarına ayıkamadı 15 temmuzun intikamını alamadı bidenin gelişi gaza gelip asagibakmayacagiz diyenler ateşle oynuyorsunuz yanarsiniz bizim kötümüz fazla hırsızdır sizin vatan haini değildir dönme yahudi değildir',SALDIRGAN
"Devlete inandığını söyleyen halkın 15 temmuzun hesabını sormaya devam edecek, Biden'ın gelişini de bir feryat gibi bekleyeceğiz. Sizler ateş ile oynamışsınız ve yanacaksınız.",SALDIRGAN
"Gezi olaylarını ayıklayamayanlar ve 15 temmuzun intikamını alamayanlar, hepimiz bu ülkede doğduk ve burada kalacağız. Ateşe ne verdiğiniz ortaya çıkacak.",SALDIRGAN
Devlete inandığımız için 15 Temmuzun hesabını sormaya devam edeceğiz. Sizler vatan haini misin? İster sen istersen Biden bile gelip ateşle oynamasın.,SALDIRGAN
"Ateş ile oyun oynayanlar ve yanıyorlar, biz ise kötümüz fazla ama hırsız değiliz. Sizin ise vatan haini olduğunu göstermelisiniz.",SALDIRGAN
Biden'in gelişini bekleyeceğiz ama sizler ateşle oynamışsınız ve yanacaksınız.,SALDIRGAN
"15 temmuzun hesabını sormaya devam edeceğiz, hepimiz bu ülkede doğduk. Sizler neyi hak ediyorsunuz?",SALDIRGAN
Gezi olaylarını ayıklayamayanlar vatan haini misiniz?,SALDIRGAN
değil 'demek başından beri pkk nin tarafındaymışsınız var türksünüz mi̇lli̇yetçi̇ müslüman olsa olsa soyadı kanunu içimize sızan ermeni yahudi tohumusunuz başka i̇zahi yok hai̇nli̇ği̇ni̇zi̇n başka i̇zahi yok anladiniz mi',SALDIRGAN
Sizin türksünüz mü? Mi̇lli̇yetçi̇ müslüman veya içimize sızan ermeni yahudi tohumu misiniz?,SALDIRGAN
"Anlayamadınız mı ki, sizin gibi vatan hainleri Türkiye için hiçbir fayda sunmaz?",SALDIRGAN
"Değil 'demek', sizin türksünüz mü? Mi̇lli̇yetçi̇ müslüman veya içimize sızan ermeni yahudi tohumu misiniz?",SALDIRGAN
kahrolsun 6 yıl boyunca evlatlarımız yapmayanlar kahrolsun gizli açık pkk destek veren hainler kahrolsun apo piçinin mektubunu okutanlar kahrolsun osman öcalanı trt ye çıkaran yahudi tohumları kahrolsunpkk,SALDIRGAN
"Kahrolsun sizlere, 6 yıl boyunca evlatlarımız yapamayanlara, gizlice pkk destek veren hainlere ve apo piçinin mektubunu okutan alçaklar!",SALDIRGAN
"Kahrolsun sizler, pkk destekli ve osman öcalanı gibi yoz insanların çıkardığı yahudi tohumları gibi hainlere!",SALDIRGAN
sizde gelin kininiz hala diri müslümanlara karşı şii köpekler topunuz gelin oğlum sizlerin korkar olmadığını biliyoruz yahudi yalayacıları,SALDIRGAN
"Sizin karanızda karanlığınızdan bir şey öğrenemeyeceğini düşünüyoruz, bu yüzden müslümanlar size kin duyuyor ve şii köpekleri hep birlikte getirin. Yoksa sizin cahilliğiniz karşısında gülmekten kendinizi kurtaramazsınız, yalayıcı Yahudiler gibi.",SALDIRGAN
"Açıkçası sizlerin neye neydi bilmiyorum ama müslümanlar size karşı kin duyuyor ve şii köpekleri hep birlikte getirin. Sizin cahilliğiniz karşısında gülmekten kendinizi kurtaramazsınız, yalayıcı Yahudiler gibi.",SALDIRGAN
"Sizlere dair en büyük suçumuz sadece sizin cahilliğinizi bildiğimizi söylemek. Müslümanlar size karşı kin duyuyor ve hep birlikte şii köpeklerinizi getirin. Yoksa sizin neye neydi bilmiyorum, ama cahillik karşısında gülmekten kendinizi kurtaramazsınız.",SALDIRGAN
"Ama sizler için gerçek bir suçumuz var: sizin cahilliğinizi bildiğimizi söylemek. Sizin bu kadar çaresiz kalmanızın temel nedeni budur ve müslümanlar size karşı kin duyuyor, hep birlikte şii köpeklerinizi getirin.",SALDIRGAN
hdp demek bizansı tohumu demek hdp demek yahudi kuklası olmak demek,SALDIRGAN
Sen hep hdp'nin dilinden bahseder misin?,SALDIRGAN
HDP'nin küfürleri hep aynı oluyor mu?,SALDIRGAN
Yahu siz hep hdp'nin tohuma dönüşüyor musunuz?,SALDIRGAN
'Zorunlu miskinzulümdür bana bir tane aklı olan Yahudi gösterin saçma amelini olan bir topluluk.',SALDIRGAN
"Yahudilerin tümüne hitap ederek, saçmalıkları ve amelsizliklerini sorgulayarak; daha sert ve küfür içeren dil kullanmak.",SALDIRGAN
Daha sert ve küfür içeren dil kullanmak suretiyle Yahudi topluluğuna hitap etmektir.,SALDIRGAN
"Yahudileri eleştiriye tabi tutacak şekilde, saçma amelleri olan bir topluluk olarak nitelerken daha sert ve küfür içerikli dil kullanmak.",SALDIRGAN
boğaziçi ünide rektörü konu edenleri kaz dağlarında ağaç diyenleri sma hastalığı ilaç diyenleri yine türk milletinin karşısında gördük pkk hdp ittifak kuranlar alayınız şerefsizsiniz namussuzsunuz türk kılığındaki ermeni yunan arap yahudi olduğunuzu iyi biliyoruz,SALDIRGAN
Bu kadar gurursuz ve çürümüş bir halde bu toprakları nasıl tutuyorsunuz?,SALDIRGAN
"Halkın gözleri önünde sizin gibi bir zeka sergileyen adamı görmezden gezen bir rektör, nasıl oluyor da yönetiyor?",SALDIRGAN
"Sizin gibi alçakça konuşan insanları, Türk milleti karşısında görmek neye benziyor?",SALDIRGAN
Sizi Türk olarak tanıyormuşuz?,SALDIRGAN
Bunlar sizin gibi çürümüş insanlardan mı başka şey mi?,SALDIRGAN
Bu kadar rezil ve utanç verici bir şekilde bu ülkenin topraklarını nasıl yönetiyorsunuz?,SALDIRGAN
"Sizin alaycı ve namussuz dilinize, Türk milletinin karşısındaki hakaret dolu sözlerinize kimseyi inandıramazsınız",SALDIRGAN
Türk kılığındaki ermeni yunan arap yahudi olmanın ne anlamını anlarsınız?,SALDIRGAN
"Size Türk olarak bakıyoruz, ama sizin çürümüş insandan başka bir şey olduğunu görünce ağlıyoruz.",SALDIRGAN
Sizin gibi rezil ve utanç verici bir halde nasıl da yönetiyorsunuz?,SALDIRGAN
Halkın gözleri önünde sizin alaycı dilinizi ve namussuz sözlerinizi gördükçe neye benziyor?,SALDIRGAN
"Bu kadar rezil ve çürümüş insanlardan, Türk milleti karşısında neden bu kadar gurursuzsunuz?",SALDIRGAN
"Sizin gibi bir zeka sergileyen adamı yönetiyor, nasıl oluyor da bunu yapabiliyorsunuz?",SALDIRGAN
Sizin alaycı diliniz ve namussuz sözlerinize kimseyi inandıramazsınız.,SALDIRGAN
Türk milletine karşı böyle hakaret dolu ve küfür dolu bir şekilde konuşan insanları görmezden geliyor musunuz?,SALDIRGAN
Bunlar sizin gibi çürümüş insanlardan mı başka şey mi?,SALDIRGAN
Sizin gibi rezil ve utanç verici bir halde nasıl da yönetiyorsunuz?,SALDIRGAN
"Türk milletine karşı böyle hakaret dolu ve küfür dolu bir şekilde konuşan insanları, nasıl oldu da gördünüz?",SALDIRGAN
Halkın gözleri önünde sizin alaycı dilinizi gördükçe neye benziyor?,SALDIRGAN
"Sizin gibi alçakça konuşan insanları, Türk milleti karşısında görmek neye benziyor?",SALDIRGAN
Sizi Türk olarak tanıyormuşuz?,SALDIRGAN
Bu kadar rezil ve utanç verici bir halde nasıl da yönetiyorsunuz?,SALDIRGAN
Halkın gözleri önünde sizin gibi çürümüş insanlardan başka bir şey görmezden geliyorsunuz.,SALDIRGAN
"Bu kadar rezil ve çürümüş insanlardan, Türk milleti karşısında neden bu kadar gurursuzsunuz?",SALDIRGAN
Sizin alaycı diliniz ve namussuz sözlerinize kimseyi inandıramazsınız.,SALDIRGAN
Türk milletine karşı böyle hakaret dolu ve küfür dolu bir şekilde konuşan insanları gördükçe neye benziyor?,SALDIRGAN
Halkın gözleri önünde sizin gibi çürümüş insanlardan başka bir şey görmezden geliyorsunuz?,SALDIRGAN
Sizin alaycı dilinizi ve namussuz sözlerinizi görmezden geliyor musunuz?,SALDIRGAN
Bu kadar rezil ve utanç verici bir halde nasıl da yönetiyorsunuz?,SALDIRGAN
Siz bu kadar rezil ve çürümüş insanlardan mı başka şey misiniz?,SALDIRGAN
Türk milletine karşı böyle hakaret dolu ve küfür dolu bir şekilde konuşan insanları gördükçe neye benziyor?,SALDIRGAN
Halkın gözleri önünde sizin gibi çürümüş insanlardan başka bir şey görmezden geliyorsunuz?,SALDIRGAN
Bu kadar rezil ve utanç verici bir halde nasıl da yönetiyorsunuz?,SALDIRGAN
Sizin alaycı diliniz ve namussuz sözlerinize kimseyi inandıramazsınız.,SALDIRGAN
Halkın gözleri önünde sizin gibi çürümüş insanlardan başka bir şey görmezden geliyorsunuz?,SALDIRGAN
"Kahrolsun PKK, demek yetmez Yahudi ağababaları ve maddi destekçileri, sempati duyanları kahrolsun.",SALDIRGAN
"Yahudiler Kahrolsun! Maddi Destekçilerine, Sempatilerini Duan edenlere de!",SALDIRGAN
"PKK'ye karşı değiliz, ama destekçilerine ve sempaticilerimize...",SALDIRGAN
"Ağababalarınızı, maddi yardımcıklarınızı ve sempatiklerinizi kahrolsun.",SALDIRGAN
yahuıdi kırması osman kavala destekçisi soysuzlar tesadüfen piyasaya sürülmediler osman kavala osmanlı devletinin sürgün ettiği yahudi kavalalı ailesindendir kavalalı mehmet ali paşa batının desteğiyle isyan etmiş devlete büyük sorunlar çıkarmıştır,SALDIRGAN
"yahuıdıler tamamiyle soysuzdur, osman kavala ve kavalalı mehmet ali paşaların destekçisi olarak piyasaya sürülmeyen bu yahudi soysuzu tesadüfen bulduk",SALDIRGAN
"osmanlı devletinin sürgün ettiği yahudi kavalalı ailesi gerçekten çirkin bir karaktere sahiptir, kavalalı mehmet ali paşa gibi isyan etmeyi bilen ve devlete büyük sorunlar çıkaran bu yahuıdıleri sevmezdiniz",SALDIRGAN
yahuıdları tamamiyle küfür olsun ki bu soysuzları desteklemeyen Osman Kavala'yı piçler seviyorlar,SALDIRGAN
devlet artık ermeni yahudi rum vs azınlıkları türk gösterme siyasetinden vazgeçmelidir onlar türkleri açık açık bilirken türkleri onları türk bilip oyunlarına düşmeden kurtarmalıdır,SALDIRGAN
"Şahinlerin türkçe konuştuğu bir devlet varken, Türk olmayan azınlıkları Türk gösterme siyasetinden vazgeçmelidir.",SALDIRGAN
"Onlar Türk olduklarından emindirken, Türkleri bu oyunlara düşürmeden kurtarmalıdır.",SALDIRGAN
"Türk olmayan azınlıkların haklarını savunmak yerine, Türk olduğunu gösterme siyaseti bırakılmalıdır.",SALDIRGAN
kürt leri arkasına alan ermeni yahudi pkk piçelerini destekleyen sempati duyan kadar kürt varsa çocugu piçtir,SALDIRGAN
"Kürtleri, arkalarındaki Ermeniler ve Yahudileri, PKK'lı piçlerini destekleyenlerin sempatisini kazanan kadar küfürler içinde saymak kadar kürt varsa çocuğunu da piçi tutar",SALDIRGAN
"Kürtler, Ermeni ve Yahudi arkalarına sıkanlar gibi PPK'lı piçlerini de severek savunurlar; bir kürt varsa kendi çocuğuna bile saygısızlık eder",SALDIRGAN
"Rahmetli Erbakan Hocam, kulaklarımda siyaset yapmayan Müslümanını siyaset yapan Yahudi yönetir sözlerininle çınlıyor. Onun Erdoğan durmak yok, yola devam yoruz.",SALDIRGAN
"Senin gibi ahmaklar, Müslümanların birbirlerini öldürmesine ve Yahudilere hizmet etmesine seyirci kalır, sonra 'Erdoğan'ın üzerine atılır",SALDIRGAN
"Bunlara ne Edwards ne Obama ne de Biden gibi çirkinlerin yalanları yeter, kendi gibi bir kötülük yapabilir misin?",SALDIRGAN
"Senin gibileri, Müslümanların diğerlerinin haklı mücadelelerini görmezden gelerek Yahudilerin emrine verir.",SALDIRGAN
"Sen bir yobaz it oğlu, soyu şerefsiz olan sana ne olacak sana Allah'ın azabı çekeceksin",SALDIRGAN
Sana lan cehennemde yer olsun,SALDIRGAN
Yapamazsın sen zaten her şeyden mahrum bir misyoner çocuğu sensin,SALDIRGAN
